Player,Position,Team,Opponent,Minutes,Points,Assists,Rebounds,Three Pointers Made,Turnovers,Steals,Blocks,PRA,Scenario,PlayerID
Brice Sensabaugh,SF,UTA,BOS,7.0,3.8,0.5,1.1,0.82,0.42,0.18,0.04,5.3,Default,20003050
Cody Williams,SF,UTA,BOS,6.0,1.6,0.3,0.6,0.27,0.22,0.12,0.08,2.5,Default,20003195
Taylor Hendricks,PF,UTA,BOS,25.0,7.9,0.9,5.1,1.45,0.73,0.75,0.52,13.9,Default,20003040
Lauri Markkanen,SF,UTA,BOS,35.0,25.5,1.6,6.3,3.84,1.31,0.69,0.35,33.4,Default,20001831
Kyle Anderson,PF,UTA,BOS,9.5,3.7,1.1,1.8,0.2,0.36,0.38,0.24,6.6,Default,20000659
Kyle Filipowski,C,UTA,BOS,15.0,6.6,1.4,3.9,0.86,0.82,0.39,0.15,11.8,Default,20003203
Jusuf Nurkic,C,UTA,BOS,23.0,10.6,2.6,8.8,0.72,1.85,0.62,0.5,22.0,Default,20000827
Kevin Love,C,UTA,BOS,7.0,3.5,0.6,2.5,0.61,0.35,0.13,0.07,6.6,Default,20000572
Bub Carrington,PG,WAS,NYK,23.0,7.3,3.3,3.3,1.22,1.19,0.68,0.17,13.8,Default,20003205
Tre Johnson,SG,WAS,NYK,25.0,11.3,2.2,2.9,1.9,1.1,0.51,0.36,16.4,Default,20003449
CJ McCollum,PG,WAS,NYK,28.5,15.8,3.7,3.3,2.32,1.68,0.75,0.37,22.8,Default,20000620
AJ Johnson,SG,WAS,NYK,1.0,0.4,0.1,0.1,0.05,0.06,0.03,0.01,0.6,Default,20003234
Corey Kispert,SG,WAS,NYK,18.5,7.7,1.2,2.2,1.38,0.73,0.29,0.15,11.1,Default,20002651
Khris Middleton,SF,WAS,NYK,22.0,10.6,2.4,3.7,1.01,1.53,0.67,0.19,16.7,Default,20000500
Will Riley,SF,WAS,NYK,1.5,0.5,0.1,0.3,0.03,0.07,0.02,0.02,0.9,Default,20003457
Bilal Coulibaly,SF,WAS,NYK,27.5,11.8,3.0,4.3,1.24,1.65,0.87,0.58,19.1,Default,20003052
Cam Whitmore,SF,WAS,NYK,15.5,8.7,0.8,3.0,0.94,0.82,0.48,0.24,12.6,Default,20003037
Justin Champagnie,SF,WAS,NYK,1.0,0.4,0.1,0.3,0.05,0.04,0.04,0.03,0.7,Default,20002728
Kyshawn George,SF,WAS,NYK,29.5,14.3,3.9,6.8,2.0,2.18,0.92,0.8,25.1,Default,20003202
Anthony Gill,C,WAS,NYK,1.0,0.4,0.1,0.2,0.03,0.04,0.02,0.01,0.6,Default,20002615
Alexandre Sarr,C,WAS,NYK,27.5,14.3,3.1,7.4,1.47,2.02,0.7,1.58,24.8,Default,20003215
Marvin Bagley,C,WAS,NYK,15.0,5.9,0.7,4.2,0.3,0.67,0.34,0.41,10.7,Default,20001995
Tristan Vukcevic,C,WAS,NYK,3.5,1.9,0.3,0.8,0.25,0.3,0.08,0.14,3.0,Default,20003078
Keaton Wallace,PG,ATL,ORL,15.0,5.4,3.0,1.5,0.85,0.97,0.5,0.24,9.9,Default,20002757
Vit Krejci,SG,ATL,ORL,5.5,1.8,0.6,0.6,0.37,0.25,0.15,0.09,3.0,Default,20002562
Dyson Daniels,SG,ATL,ORL,35.0,12.8,5.4,6.0,0.66,2.51,2.95,0.64,24.2,Default,20002878
Nickeil Alexander-Walker,SG,ATL,ORL,33.0,16.7,3.7,3.7,2.22,1.86,0.94,0.58,24.1,Default,20002285
Luke Kennard,SG,ATL,ORL,26.5,9.1,3.1,2.5,1.54,1.37,0.65,0.11,14.7,Default,20001840
Zaccharie Risacher,SF,ATL,ORL,23.5,10.8,1.2,3.0,1.35,1.42,0.79,0.44,14.9,Default,20003213
Jalen Johnson,PF,ATL,ORL,34.0,19.6,5.2,8.5,1.19,3.05,1.32,0.82,33.3,Default,20002657
Mouhamed Gueye,PF,ATL,ORL,12.0,4.7,0.6,2.8,0.56,0.53,0.42,0.68,8.0,Default,20003015
Asa Newell,PF,ATL,ORL,1.0,0.4,0.0,0.2,0.04,0.05,0.03,0.03,0.6,Default,20003460
Kristaps Porzingis,C,ATL,ORL,27.0,18.7,2.0,6.2,1.85,1.72,0.63,1.42,27.0,Default,20001406
Onyeka Okongwu,C,ATL,ORL,27.5,12.8,2.1,7.5,0.86,1.4,0.76,0.99,22.4,Default,20002531
Tre Mann,PG,CHA,NOP,25.0,13.3,3.6,3.1,2.3,1.87,0.99,0.15,20.0,Default,20002676
KJ Simpson,PG,CHA,NOP,14.0,5.7,2.2,1.8,0.91,0.98,0.57,0.14,9.7,Default,20003243
Collin Sexton,PG,CHA,NOP,31.0,20.1,6.0,2.9,1.86,2.82,0.98,0.12,29.0,Default,20001997
Kon Knueppel,SG,CHA,NOP,32.0,14.8,3.2,5.2,3.32,1.96,0.9,0.21,23.1,Default,20003451
Sion James,SG,CHA,NOP,28.0,8.1,2.2,3.7,1.32,1.01,0.94,0.3,14.1,Default,20003483
Pat Connaughton,SF,CHA,NOP,10.5,3.5,1.1,1.8,0.54,0.35,0.25,0.09,6.3,Default,20001438
Liam McNeeley,SF,CHA,NOP,14.5,4.8,1.4,2.0,0.66,0.86,0.24,0.09,8.2,Default,20003461
Miles Bridges,PF,CHA,NOP,35.0,24.3,4.6,7.1,3.24,2.08,0.84,0.62,36.0,Default,20002003
Ryan Kalkbrenner,C,CHA,NOP,28.0,10.1,1.4,8.2,0.21,1.29,0.48,1.98,19.7,Default,20003468
Moussa Diabate,C,CHA,NOP,22.0,10.1,0.9,8.4,0.02,1.04,0.72,0.81,19.3,Default,20002903
Josh Giddey,SG,CHI,PHI,35.0,21.8,8.5,9.0,1.82,4.05,1.14,0.64,39.3,Default,20002665
Tre Jones,PG,CHI,PHI,29.5,11.7,6.5,3.5,0.63,1.73,1.26,0.2,21.7,Default,20002566
Jevon Carter,SG,CHI,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002028
Ayo Dosunmu,PG,CHI,PHI,25.5,12.3,3.4,2.6,1.43,1.33,0.81,0.27,18.2,Default,20002674
Isaac Okoro,SF,CHI,PHI,22.5,7.5,1.4,2.7,1.01,0.83,0.72,0.34,11.6,Default,20002530
Kevin Huerter,SG,CHI,PHI,24.5,12.2,2.1,3.1,2.3,1.05,0.82,0.31,17.4,Default,20001993
Dalen Terry,SF,CHI,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002897
Julian Phillips,SF,CHI,PHI,4.0,1.3,0.2,0.6,0.18,0.13,0.13,0.07,2.1,Default,20003074
Matas Buzelis,SF,CHI,PHI,30.0,16.2,1.6,5.2,2.04,1.8,0.71,1.35,23.0,Default,20003217
Patrick Williams,SF,CHI,PHI,21.5,8.7,1.6,3.2,1.49,1.26,0.66,0.48,13.6,Default,20002529
Nikola Vucevic,C,CHI,PHI,32.0,20.1,4.0,10.8,1.94,2.0,0.78,0.77,34.9,Default,20000678
Jalen Smith,C,CHI,PHI,15.5,9.0,1.1,5.2,1.29,0.73,0.29,0.68,15.3,Default,20002535
Stephen Curry,PG,GSW,PHX,31.5,25.8,5.4,4.4,4.7,2.29,1.08,0.33,35.5,Default,20000485
Brandin Podziemski,SG,GSW,PHX,27.5,12.2,3.1,4.7,1.94,1.18,1.0,0.17,19.9,Default,20003068
Gary Payton II,SG,GSW,PHX,10.0,3.9,0.7,1.8,0.38,0.37,0.54,0.2,6.3,Default,20001730
Pat Spencer,SG,GSW,PHX,4.0,1.7,0.6,0.7,0.11,0.22,0.12,0.04,2.9,Default,20003012
Moses Moody,SG,GSW,PHX,17.5,7.8,1.1,2.4,1.46,0.53,0.63,0.24,11.3,Default,20002655
Will Richard,SG,GSW,PHX,10.5,3.3,0.9,1.4,0.52,0.38,0.59,0.1,5.6,Default,20003500
Buddy Hield,SG,GSW,PHX,16.0,7.7,1.3,2.1,1.69,0.67,0.61,0.15,11.1,Default,20001673
Jimmy Butler,SF,GSW,PHX,31.5,19.1,5.2,5.6,0.94,1.47,1.59,0.33,29.9,Default,20000515
Jonathan Kuminga,PF,GSW,PHX,30.5,17.7,3.4,6.4,1.33,1.88,0.98,0.38,27.5,Default,20002661
Gui Santos,SF,GSW,PHX,10.0,3.4,0.8,2.1,0.64,0.49,0.36,0.1,6.3,Default,20002933
Draymond Green,PF,GSW,PHX,29.5,9.3,6.0,6.2,1.32,2.05,1.4,0.76,21.4,Default,20000482
Quinten Post,C,GSW,PHX,19.5,8.3,1.3,4.5,1.91,0.89,0.54,0.43,14.1,Default,20003253
Trayce Jackson-Davis,C,GSW,PHX,2.0,0.9,0.2,0.6,0.0,0.09,0.05,0.08,1.7,Default,20003065
James Harden,PG,LAC,OKC,35.0,21.0,8.1,5.0,3.01,4.41,1.13,0.59,34.1,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20000544
Chris Paul,PG,LAC,OKC,17.0,5.7,4.4,1.9,1.08,1.07,0.73,0.14,12.0,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20000664
Kris Dunn,PG,LAC,OKC,26.0,7.9,2.8,3.5,1.24,1.37,1.5,0.48,14.2,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20001670
Bogdan Bogdanovic,SG,LAC,OKC,22.0,9.5,2.4,2.4,1.77,1.39,0.65,0.19,14.3,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20001745
Cam Christie,SG,LAC,OKC,6.5,3.1,0.5,1.2,0.51,0.3,0.24,0.14,4.8,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20003247
Derrick Jones Jr.,SF,LAC,OKC,26.5,10.9,0.9,3.4,1.47,1.13,0.83,0.58,15.3,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20001796
John Collins,PF,LAC,OKC,29.5,16.3,1.5,7.3,1.39,2.13,0.65,0.81,25.1,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20001835
Nicolas Batum,PF,LAC,OKC,23.0,6.0,1.3,3.6,1.8,0.66,0.74,0.54,10.8,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20000617
Kobe Brown,PF,LAC,OKC,6.5,1.9,0.5,1.2,0.25,0.3,0.15,0.09,3.7,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20003072
Ivica Zubac,C,LAC,OKC,32.0,15.8,2.5,10.9,0.02,1.81,0.48,1.18,29.2,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20001694
Brook Lopez,C,LAC,OKC,16.0,7.1,0.8,2.8,1.32,0.7,0.28,0.8,10.7,Default (Collins Starting (Dunn & Bogdanovic Hedge)),20000588
Cole Anthony,PG,MIL,TOR,18.0,9.0,3.3,3.0,1.08,1.44,0.67,0.38,15.3,Default,20002540
Ryan Rollins,PG,MIL,TOR,32.0,13.9,4.8,4.3,1.67,2.13,1.97,0.63,23.0,Default,20002917
AJ Green,SG,MIL,TOR,28.0,9.4,1.8,2.9,2.53,0.78,0.67,0.12,14.1,Default,20002945
Gary Trent Jr.,SG,MIL,TOR,29.5,13.1,1.7,2.6,2.73,0.75,1.36,0.16,17.4,Default,20002027
Taurean Prince,SF,MIL,TOR,20.5,6.0,1.3,2.4,1.28,0.74,0.77,0.26,9.8,Default,20001680
Amir Coffey,SF,MIL,TOR,12.0,4.1,0.6,1.2,0.56,0.33,0.31,0.09,6.0,Default,20002386
Kyle Kuzma,PF,MIL,TOR,20.0,9.5,1.7,3.8,0.85,1.29,0.4,0.31,15.1,Default,20001858
Giannis Antetokounmpo,PF,MIL,TOR,32.0,28.4,7.1,11.7,0.42,2.84,0.99,1.04,47.1,Default,20000497
Bobby Portis,PF,MIL,TOR,19.0,10.3,1.4,5.8,1.04,0.86,0.53,0.35,17.5,Default,20001420
Myles Turner,C,MIL,TOR,29.0,13.6,1.9,6.7,1.87,1.45,0.7,2.1,22.2,Default,20001424
Jordan Poole,SG,NOP,CHA,28.0,18.7,3.3,2.5,3.12,2.26,1.0,0.36,24.5,Default (Bey/Poole hedged fifth starter),20002300
Jeremiah Fears,PG,NOP,CHA,29.5,17.4,5.1,3.7,1.59,2.4,1.25,0.14,26.2,Default (Bey/Poole hedged fifth starter),20003448
Jose Alvarado,PG,NOP,CHA,19.0,8.2,2.9,2.1,1.43,0.97,1.21,0.27,13.2,Default (Bey/Poole hedged fifth starter),20002732
Jordan Hawkins,SG,NOP,CHA,15.0,7.0,0.8,1.9,1.41,0.57,0.36,0.17,9.7,Default (Bey/Poole hedged fifth starter),20003041
Herbert Jones,SF,NOP,CHA,29.5,11.7,3.1,3.7,1.84,1.58,1.63,0.55,18.5,Default (Bey/Poole hedged fifth starter),20002699
Micah Peavy,SG,NOP,CHA,9.0,4.1,0.9,1.5,0.47,0.45,0.31,0.16,6.5,Default (Bey/Poole hedged fifth starter),20003488
Trey Murphy III,SG,NOP,CHA,36.0,20.9,4.2,5.7,3.43,1.59,1.18,0.6,30.8,Default (Bey/Poole hedged fifth starter),20002700
Saddiq Bey,PF,NOP,CHA,26.0,11.6,1.8,4.2,1.95,0.74,0.71,0.17,17.7,Default (Bey/Poole hedged fifth starter),20002544
Derik Queen,C,NOP,CHA,16.0,7.8,1.0,4.5,0.13,1.03,0.45,0.57,13.2,Default (Bey/Poole hedged fifth starter),20003453
Kevon Looney,C,NOP,CHA,24.0,7.2,2.6,9.6,0.03,0.82,0.83,0.71,19.4,Default (Bey/Poole hedged fifth starter),20001455
Karlo Matkovic,C,NOP,CHA,3.0,1.4,0.2,0.8,0.1,0.14,0.09,0.14,2.4,Default (Bey/Poole hedged fifth starter),20002931
DeAndre Jordan,C,NOP,CHA,5.0,1.9,0.4,2.2,0.0,0.28,0.12,0.16,4.4,Default (Bey/Poole hedged fifth starter),20000663
Shai Gilgeous-Alexander,PG,OKC,LAC,34.0,29.9,6.1,4.9,1.95,2.35,1.78,0.74,40.9,Default,20001999
Ajay Mitchell,PG,OKC,LAC,24.0,13.5,2.9,2.8,1.31,1.13,1.13,0.17,19.2,Default,20003239
Cason Wallace,PG,OKC,LAC,27.0,8.3,3.1,3.3,1.31,0.85,1.88,0.45,14.7,Default,20003042
Isaiah Joe,SG,OKC,LAC,17.0,7.3,1.1,1.9,1.86,0.52,0.53,0.1,10.4,Default,20002574
Brooks Barnhizer,SG,OKC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003490
Alex Caruso,SG,OKC,LAC,18.0,6.1,2.1,2.2,1.11,0.72,1.47,0.37,10.4,Default,20001801
Chris Youngblood,SG,OKC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003663
Luguentz Dort,SF,OKC,LAC,28.0,8.0,1.6,3.7,1.76,0.86,1.06,0.34,13.3,Default,20002339
Aaron Wiggins,SF,OKC,LAC,22.0,10.7,1.5,3.2,1.82,0.82,0.76,0.22,15.5,Default,20002714
Ousmane Dieng,PF,OKC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002880
Chet Holmgren,C,OKC,LAC,30.0,16.7,2.0,7.9,2.04,1.83,0.78,1.92,26.5,Default,20002870
Isaiah Hartenstein,C,OKC,LAC,27.0,8.9,3.1,9.4,0.11,1.44,1.04,0.89,21.4,Default,20001874
Jaylin Williams,C,OKC,LAC,13.0,4.3,1.5,3.5,1.01,0.49,0.4,0.35,9.3,Default,20002921
Branden Carlson,C,OKC,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003271
Jalen Suggs,SG,ORL,ATL,22.0,11.1,3.3,3.2,1.6,1.93,1.29,0.41,17.6,Default,20002670
Tyus Jones,PG,ORL,ATL,13.0,4.1,2.0,1.2,0.79,0.5,0.46,0.06,7.4,Default,20001430
Anthony Black,PG,ORL,ATL,25.0,10.5,2.4,3.3,1.03,1.83,1.1,0.56,16.2,Default,20003038
Desmond Bane,SG,ORL,ATL,30.5,17.2,3.4,4.5,2.03,2.18,1.07,0.31,25.2,Default,20002555
Franz Wagner,SF,ORL,ATL,34.5,21.1,4.2,5.6,1.63,2.07,1.23,0.31,30.9,Default,20002654
Tristan Da Silva,PF,ORL,ATL,20.0,7.8,1.1,3.1,1.23,0.72,0.54,0.2,12.0,Default,20003200
Noah Penda,SF,ORL,ATL,5.0,1.3,0.5,0.9,0.11,0.25,0.16,0.11,2.7,Default,20003476
Paolo Banchero,PF,ORL,ATL,35.0,24.1,4.8,8.1,1.63,3.08,0.99,0.58,37.0,Default,20002863
Jonathan Isaac,PF,ORL,ATL,10.0,3.4,0.3,2.7,0.42,0.33,0.54,0.54,6.4,Default,20001830
Wendell Carter Jr.,C,ORL,ATL,29.0,10.5,1.8,8.3,0.7,1.44,0.78,0.64,20.7,Default,20001996
Goga Bitadze,C,ORL,ATL,16.0,5.0,1.3,5.0,0.11,0.76,0.59,0.98,11.3,Default,20002282
Tyrese Maxey,PG,PHI,CHI,40.0,27.4,7.4,3.9,3.45,2.1,1.4,0.44,38.8,Default,20002546
Jared McCain,SG,PHI,CHI,20.5,9.5,2.1,2.0,1.49,0.91,0.51,0.1,13.5,Default,20003198
Quentin Grimes,SG,PHI,CHI,30.0,14.3,3.8,4.3,2.38,1.63,1.05,0.42,22.4,Default,20002681
VJ Edgecombe,SG,PHI,CHI,36.0,15.9,4.0,4.8,2.08,1.73,1.33,0.38,24.8,Default,20003447
Kelly Oubre Jr.,SF,PHI,CHI,35.0,14.0,1.5,6.2,1.39,1.22,1.35,0.58,21.7,Default,20001393
Trendon Watford,PF,PHI,CHI,18.0,6.6,2.6,3.4,0.42,1.13,0.51,0.3,12.6,Default,20002723
Jabari Walker,PF,PHI,CHI,12.5,4.6,0.6,3.2,0.33,0.43,0.37,0.21,8.4,Default,20002919
Joel Embiid,C,PHI,CHI,25.0,19.9,3.8,6.9,1.52,2.25,0.69,0.87,30.6,Default,20000726
Adem Bona,C,PHI,CHI,11.5,3.3,0.3,3.0,0.01,0.46,0.35,0.83,6.6,Default,20003242
Andre Drummond,C,PHI,CHI,11.5,3.7,0.4,5.1,0.06,0.57,0.57,0.38,9.2,Default,20000810
Collin Gillespie,PG,PHX,GSW,26.5,12.3,4.8,3.2,2.58,1.4,0.94,0.34,20.4,Default,20002937
Jordan Goodwin,SG,PHX,GSW,16.5,5.4,1.7,3.0,0.87,0.95,0.77,0.34,10.0,Default,20002736
Devin Booker,SG,PHX,GSW,35.5,28.2,7.1,3.5,2.46,3.85,0.96,0.3,38.8,Default,20001460
Grayson Allen,SG,PHX,GSW,33.0,15.9,3.7,3.5,3.39,1.64,0.96,0.39,23.1,Default,20001986
Isaiah Livers,PF,PHX,GSW,7.0,2.2,0.3,0.7,0.48,0.24,0.18,0.1,3.2,Default,20002693
Ryan Dunn,PF,PHX,GSW,26.0,9.7,1.5,5.2,1.33,1.07,0.77,0.65,16.4,Default,20003231
Royce ONeale,SF,PHX,GSW,31.5,11.9,2.8,5.0,3.53,1.29,0.99,0.48,19.7,Default,20001913
Nigel Hayes,PF,PHX,GSW,6.5,1.6,0.4,0.9,0.2,0.22,0.2,0.08,3.0,Default,20001888
Mark Williams,C,PHX,GSW,25.5,12.9,1.6,8.8,0.02,1.39,0.6,1.24,23.3,Default,20002884
Oso Ighodaro,C,PHX,GSW,16.0,4.7,1.2,3.2,0.01,0.85,0.38,0.38,9.1,Default,20003241
Nick Richards,C,PHX,GSW,11.5,5.3,0.4,3.9,0.01,0.76,0.16,0.47,9.6,Default,20002567
Khaman Maluach,C,PHX,GSW,4.5,1.4,0.2,1.4,0.06,0.27,0.05,0.29,3.0,Default,20003450
Immanuel Quickley,PG,TOR,MIL,30.5,16.0,6.2,3.9,2.16,1.56,0.92,0.15,26.2,Default,20002550
Jamal Shead,PG,TOR,MIL,17.5,6.3,4.3,1.6,0.89,1.11,0.72,0.12,12.2,Default,20003246
RJ Barrett,SG,TOR,MIL,33.0,20.3,3.5,5.7,1.76,2.04,0.86,0.27,29.6,Default,20002272
Gradey Dick,SG,TOR,MIL,10.5,4.7,0.6,1.5,0.76,0.39,0.29,0.05,6.8,Default,20003039
JaKobe Walter,SG,TOR,MIL,10.5,4.1,0.8,1.6,0.71,0.42,0.38,0.09,6.6,Default,20003197
Brandon Ingram,SF,TOR,MIL,33.0,21.5,3.8,5.5,1.62,2.51,0.78,0.49,30.9,Default,20001671
Ochai Agbaji,SF,TOR,MIL,12.0,3.9,0.8,1.7,0.6,0.38,0.33,0.16,6.4,Default,20002861
Scottie Barnes,PF,TOR,MIL,33.0,19.3,5.0,7.4,1.68,2.33,1.37,1.0,31.7,Default,20002662
Jamison Battle,SF,TOR,MIL,2.5,1.0,0.1,0.4,0.25,0.07,0.05,0.02,1.5,Default,20003285
Collin Murray-Boyles,PF,TOR,MIL,18.0,7.4,1.2,3.4,0.67,1.0,0.68,0.51,12.0,Default,20003454
Jakob Poeltl,C,TOR,MIL,24.0,9.4,2.0,7.0,0.02,1.3,0.83,0.83,18.4,Default,20001687
Sandro Mamukelashvili,C,TOR,MIL,13.0,5.5,1.2,3.1,0.75,0.51,0.31,0.3,9.7,Default,20002708
Jonathan Mogbo,PF,TOR,MIL,2.5,0.8,0.2,0.6,0.04,0.12,0.1,0.06,1.5,Default,20003237
Egor Demin,PG,BKN,IND,20.0,6.6,3.5,2.9,1.49,1.8,0.65,0.19,13.0,Default,20003455
Tyson Etienne,PG,BKN,IND,1.0,0.3,0.1,0.1,0.04,0.04,0.03,0.01,0.5,Default,20002953
Tyrese Martin,SF,BKN,IND,24.0,9.5,3.3,3.8,1.76,1.17,0.55,0.16,16.6,Default,20002930
Cam Thomas,SG,BKN,IND,32.0,24.7,4.5,3.0,2.28,2.32,0.58,0.17,32.1,Default,20002658
Terance Mann,SF,BKN,IND,26.5,10.4,3.0,3.8,1.19,0.92,0.85,0.23,17.2,Default,20002312
Jalen Wilson,PF,BKN,IND,15.5,5.7,1.0,2.2,0.91,0.64,0.31,0.06,8.9,Default,20003084
Ziaire Williams,SF,BKN,IND,21.0,8.8,1.1,3.6,1.62,0.92,0.66,0.28,13.4,Default,20002656
Michael Porter Jr.,SF,BKN,IND,32.0,18.7,2.6,7.7,2.64,1.61,0.61,0.44,29.0,Default,20001988
Noah Clowney,PF,BKN,IND,22.5,8.5,1.1,4.2,1.54,1.05,0.48,0.31,13.8,Default,20003046
Nicolas Claxton,C,BKN,IND,28.5,12.7,2.8,8.1,0.05,1.39,0.71,1.27,23.6,Default,20002292
DayRon Sharpe,C,BKN,IND,17.0,6.5,1.5,6.6,0.28,1.23,0.58,0.7,14.6,Default,20002697
Payton Pritchard,PG,BOS,WAS,33.0,16.8,5.7,4.9,3.13,1.1,1.14,0.18,27.5,Default (Minott & Hauser Hedged Starting),20002551
Anfernee Simons,SG,BOS,WAS,26.0,15.4,3.0,2.4,2.77,1.27,0.67,0.11,20.7,Default (Minott & Hauser Hedged Starting),20002007
Derrick White,SG,BOS,WAS,33.0,19.0,5.8,4.6,3.66,1.56,1.12,1.19,29.3,Default (Minott & Hauser Hedged Starting),20001856
Hugo Gonzalez,SF,BOS,WAS,10.5,3.1,0.8,1.7,0.33,0.41,0.57,0.19,5.6,Default (Minott & Hauser Hedged Starting),20003474
Baylor Scheierman,SG,BOS,WAS,8.5,2.5,0.7,1.8,0.61,0.27,0.39,0.09,4.9,Default (Minott & Hauser Hedged Starting),20003208
Jaylen Brown,SF,BOS,WAS,33.0,25.8,5.3,5.8,2.28,2.69,1.25,0.31,37.0,Default (Minott & Hauser Hedged Starting),20001672
Sam Hauser,SF,BOS,WAS,24.0,10.0,1.2,3.6,2.99,0.47,0.74,0.3,14.8,Default (Minott & Hauser Hedged Starting),20002686
Jordan Walsh,SF,BOS,WAS,3.0,0.7,0.2,0.6,0.12,0.11,0.1,0.06,1.5,Default (Minott & Hauser Hedged Starting),20003076
Josh Minott,SF,BOS,WAS,20.0,8.5,1.7,5.1,1.12,0.69,1.19,0.83,15.3,Default (Minott & Hauser Hedged Starting),20002913
Chris Boucher,PF,BOS,WAS,7.0,3.2,0.3,1.9,0.4,0.24,0.22,0.29,5.4,Default (Minott & Hauser Hedged Starting),20001886
Neemias Queta,C,BOS,WAS,22.0,8.6,1.6,7.6,0.03,1.05,0.59,1.15,17.9,Default (Minott & Hauser Hedged Starting),20002678
Luka Garza,C,BOS,WAS,14.0,7.4,1.0,3.9,0.9,0.66,0.34,0.26,12.3,Default (Minott & Hauser Hedged Starting),20002684
Xavier Tillman,C,BOS,WAS,6.0,2.0,0.5,1.6,0.27,0.24,0.31,0.18,4.1,Default (Minott & Hauser Hedged Starting),20002560
Darius Garland,PG,CLE,PHI,22.0,13.6,5.1,2.0,1.93,1.88,0.79,0.09,20.7,Default,20002270
Lonzo Ball,PG,CLE,PHI,19.0,5.5,3.4,2.8,1.24,1.28,0.85,0.27,11.8,Default,20001823
Craig Porter Jr.,PG,CLE,PHI,4.0,1.3,0.6,0.6,0.13,0.25,0.16,0.08,2.5,Default,20003133
Tyrese Proctor,PG,CLE,PHI,1.0,0.4,0.1,0.1,0.04,0.06,0.05,0.01,0.6,Default,20003480
Donovan Mitchell,SG,CLE,PHI,33.0,26.4,5.6,4.4,3.58,2.64,1.24,0.31,36.5,Default,20001844
Sam Merrill,SG,CLE,PHI,20.0,8.7,1.4,2.2,2.53,0.52,0.57,0.14,12.3,Default,20002585
Luke Travers,SF,CLE,PHI,1.0,0.3,0.1,0.2,0.03,0.05,0.02,0.02,0.6,Default,20002934
DeAndre Hunter,SF,CLE,PHI,29.0,17.1,2.1,4.5,2.53,1.36,0.68,0.23,23.7,Default,20002268
Jaylon Tyson,SF,CLE,PHI,16.0,6.2,1.2,2.8,1.0,0.91,0.48,0.21,10.2,Default,20003233
Dean Wade,PF,CLE,PHI,20.0,5.5,1.4,3.8,1.35,0.41,0.63,0.34,10.6,Default,20002333
NaeQwan Tomlin,PF,CLE,PHI,1.0,0.5,0.1,0.2,0.05,0.05,0.02,0.02,0.7,Default,20003392
Evan Mobley,PF,CLE,PHI,33.0,18.8,4.2,9.1,1.65,2.32,0.92,1.74,32.2,Default,20002669
Jarrett Allen,C,CLE,PHI,26.0,12.7,1.8,8.3,0.04,1.39,0.67,0.85,22.8,Default,20001837
Larry Nance Jr.,C,CLE,PHI,15.0,5.9,1.3,3.5,0.75,0.56,0.66,0.31,10.7,Default,20001457
DAngelo Russell,PG,DAL,NOP,26.0,17.3,5.9,2.8,2.92,2.13,0.98,0.3,26.0,Default,20001458
Brandon Williams,PG,DAL,NOP,12.0,6.9,1.8,1.4,0.67,0.92,0.51,0.11,10.0,Default,20002854
Jaden Hardy,SG,DAL,NOP,4.0,2.4,0.3,0.5,0.4,0.28,0.11,0.02,3.1,Default,20002891
Cooper Flagg,PG,DAL,NOP,33.0,17.1,3.8,6.5,1.41,2.32,1.16,0.92,27.5,Default,20003444
Klay Thompson,SG,DAL,NOP,20.0,11.1,1.6,2.6,2.32,0.91,0.46,0.23,15.3,Default,20000486
Max Christie,SG,DAL,NOP,32.5,12.9,2.7,3.7,2.41,1.21,0.86,0.34,19.3,Default,20002900
Naji Marshall,PF,DAL,NOP,22.5,9.3,2.6,3.6,0.71,1.16,0.85,0.18,15.5,Default,20002600
Caleb Martin,SF,DAL,NOP,10.0,3.4,0.8,1.6,0.37,0.51,0.34,0.17,5.8,Default,20002491
P.J. Washington,PF,DAL,NOP,35.0,17.0,2.8,7.7,1.76,2.22,1.07,1.16,27.6,Default,20002279
Daniel Gafford,C,DAL,NOP,24.0,13.7,1.8,7.7,0.0,1.17,0.52,2.04,23.2,Default,20002329
Dwight Powell,C,DAL,NOP,13.0,3.7,1.3,3.3,0.05,0.54,0.38,0.39,8.3,Default,20000539
